DATE,DEXUSUK
1990-10-26,1.9521800000000000
1990-11-02,1.9492000000000000
1990-11-09,1.9704000000000000
1990-11-16,1.9626750000000000
1990-11-23,1.9690000000000000
1990-11-30,1.9609000000000000
1990-12-07,1.9311000000000000
1990-12-14,1.9416200000000000
1990-12-21,1.9171000000000000
1990-12-28,1.8900000000000000
1991-01-04,1.9373750000000000
1991-01-11,1.9097600000000000
1991-01-18,1.9155200000000000
1991-01-25,1.9550500000000000
1991-02-01,1.9672000000000000
1991-02-08,1.9885400000000000
1991-02-15,1.9861600000000000
1991-02-22,1.9498250000000000
1991-03-01,1.9134000000000000
1991-03-08,1.8891000000000000
1991-03-15,1.8501000000000000
1991-03-22,1.7828000000000000
1991-03-29,1.7483600000000000
1991-04-05,1.7729000000000000
1991-04-12,1.7810600000000000
1991-04-19,1.7698000000000000
1991-04-26,1.6951000000000000
1991-05-03,1.7075000000000000
1991-05-10,1.7134000000000000
1991-05-17,1.7353200000000000
1991-05-24,1.7296000000000000
1991-05-31,1.7232000000000000
1991-06-07,1.6904200000000000
1991-06-14,1.6503000000000000
1991-06-21,1.6262800000000000
1991-06-28,1.6319200000000000
1991-07-05,1.6090500000000000
1991-07-12,1.6257000000000000
1991-07-19,1.6610000000000000
1991-07-26,1.6841600000000000
1991-08-02,1.6813200000000000
1991-08-09,1.7058600000000000
1991-08-16,1.6858600000000000
1991-08-23,1.6625400000000000
1991-08-30,1.6820000000000000
1991-09-06,1.6935000000000000
1991-09-13,1.7301400000000000
1991-09-20,1.7335400000000000
1991-09-27,1.7369600000000000
1991-10-04,1.7481000000000000
1991-10-11,1.7198400000000000
1991-10-18,1.7117750000000000
1991-10-25,1.7123000000000000
1991-11-01,1.7325000000000000
1991-11-08,1.7737800000000000
1991-11-15,1.7718000000000000
1991-11-22,1.7955000000000000
1991-11-29,1.7822000000000000
1991-12-06,1.7843000000000000
1991-12-13,1.8097000000000000
1991-12-20,1.8321400000000000
1991-12-27,1.8769500000000000
1992-01-03,1.8613750000000000
1992-01-10,1.8484000000000000
1992-01-17,1.7762000000000000
1992-01-24,1.8035250000000000
1992-01-31,1.7877000000000000
1992-02-07,1.8130400000000000
1992-02-14,1.7909600000000000
1992-02-21,1.7498750000000000
1992-02-28,1.7519000000000000
1992-03-06,1.7300600000000000
1992-03-13,1.7160600000000000
1992-03-20,1.7192000000000000
1992-03-27,1.7257000000000000
1992-04-03,1.7336600000000000
1992-04-10,1.7554400000000000
1992-04-17,1.7563400000000000
1992-04-24,1.7576000000000000
1992-05-01,1.7771600000000000
1992-05-08,1.7886000000000000
1992-05-15,1.8118400000000000
1992-05-22,1.8274000000000000
1992-05-29,1.8161250000000000
1992-06-05,1.8252000000000000
1992-06-12,1.8394000000000000
1992-06-19,1.8588000000000000
1992-06-26,1.8768000000000000
1992-07-03,1.9096000000000000
1992-07-10,1.9143000000000000
1992-07-17,1.9305400000000000
1992-07-24,1.9085000000000000
1992-07-31,1.9204000000000000
1992-08-07,1.9188400000000000
1992-08-14,1.9247000000000000
1992-08-21,1.9353400000000000
1992-08-28,1.9855400000000000
1992-09-04,1.9932600000000000
1992-09-11,1.9693750000000000
1992-09-18,1.8185000000000000
1992-09-25,1.7104400000000000
1992-10-02,1.7435000000000000
1992-10-09,1.7036000000000000
1992-10-16,1.6948250000000000
1992-10-23,1.6199000000000000
1992-10-30,1.5749000000000000
1992-11-06,1.5417800000000000
1992-11-13,1.5262500000000000
1992-11-20,1.5221000000000000
1992-11-27,1.5177500000000000
1992-12-04,1.5437000000000000
1992-12-11,1.5735600000000000
1992-12-18,1.5697400000000000
1992-12-25,1.5378750000000000
1993-01-01,1.5122500000000000
1993-01-08,1.5326600000000000
1993-01-15,1.5405000000000000
1993-01-22,1.5347750000000000
1993-01-29,1.5227000000000000
1993-02-05,1.4454400000000000
1993-02-12,1.4263000000000000
1993-02-19,1.4474750000000000
1993-02-26,1.4403800000000000
1993-03-05,1.4466600000000000
1993-03-12,1.4359800000000000
1993-03-19,1.4588400000000000
1993-03-26,1.4835200000000000
1993-04-02,1.5066800000000000
1993-04-09,1.5200000000000000
1993-04-16,1.5453600000000000
1993-04-23,1.5480200000000000
1993-04-30,1.5757000000000000
1993-05-07,1.5677600000000000
1993-05-14,1.5350000000000000
1993-05-21,1.5404400000000000
1993-05-28,1.5476000000000000
1993-06-04,1.5370750000000000
1993-06-11,1.5197000000000000
1993-06-18,1.5126000000000000
1993-06-25,1.4764400000000000
1993-07-02,1.5006000000000000
1993-07-09,1.4939750000000000
1993-07-16,1.4879800000000000
1993-07-23,1.5039800000000000
1993-07-30,1.4912200000000000
1993-08-06,1.4968400000000000
1993-08-13,1.4738200000000000
1993-08-20,1.5001400000000000
1993-08-27,1.4957600000000000
1993-09-03,1.5024400000000000
1993-09-10,1.5453750000000000
1993-09-17,1.5414000000000000
1993-09-24,1.5122600000000000
1993-10-01,1.5080600000000000
1993-10-08,1.5226800000000000
1993-10-15,1.5197500000000000
1993-10-22,1.4877000000000000
1993-10-29,1.4819600000000000
1993-11-05,1.4818000000000000
1993-11-12,1.4765250000000000
1993-11-19,1.4797800000000000
1993-11-26,1.4822500000000000
1993-12-03,1.4852000000000000
1993-12-10,1.4948000000000000
1993-12-17,1.4882200000000000
1993-12-24,1.4952000000000000
1993-12-31,1.4911000000000000
